Table 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID
204,2/14/20,7:02:25 PM,5,1,"Mathes, Alden",1000078940,Left,RIC_SPI,"Sullivan, Patrick",8893521,Left,GEO_BUL,Stretch,5,Bottom,2,0,0,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,89.13696118,-1.103892262,3.965468216,2245.87827,143.3375842,0.447916667,5.555366227,-2.147056892,6.682956976,-15.00844276,19.92524821,-14.85594896,3.292564532,0.247315791,79.26978294,-4.004872742,1.095736366,0.425396346,,,,,,,,,,,,9.725851792,11.52808713,1.888446486,50,5.47570018,-8.568236102,-129.3999018,-2.905428165,16.0354371,33.94426992,-13.16718726,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,6eaefa64-4f86-11ea-ace5-181deafaf045
205,2/14/20,7:02:45 PM,5,2,"Mathes, Alden",1000078940,Left,RIC_SPI,"Sullivan, Patrick",8893521,Left,GEO_BUL,Stretch,5,Bottom,2,0,1,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,74.22326459,2.524061525,-0.895867396,2099.16299,298.2397302,0.166666667,5.621905344,-1.894466727,6.032628048,-60.09359596,-8.36251798,15.47953555,2.952900853,-1.434045211,66.44738173,-8.916885384,2.070975072,0.517663188,,,,,,,,,,,,-8.78820337,-5.505111347,1.956108719,50,5.786989061,1.287566716,-107.7434668,3.207998106,-10.00585606,24.1980436,-38.4419226,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,7eb07033-4f86-11ea-ace5-181deafaf045
206,2/14/20,7:03:03 PM,5,3,"Mathes, Alden",1000078940,Left,RIC_SPI,"Sullivan, Patrick",8893521,Left,GEO_BUL,Stretch,5,Bottom,2,1,1,Curveball,Undefined,HitByPitch,Undefined,Undefined,Undefined,0,0,,73.50800353,4.97520375,-1.14568459,2120.80004,325.6487756,0.197916667,5.619221118,-1.915820491,5.929350848,-68.65375714,-15.78286849,10.75305668,4.526080804,-2.082713965,65.93816521,-8.040797527,0.903361621,0.523335051,,,,,,,,,,,,-6.237675288,-10.30097177,2.001224815,50,5.978916413,1.848845585,-106.4336363,7.481525922,-6.988375592,22.23706346,-43.71473581,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,897b11b4-4f86-11ea-ace5-181deafaf045
207,2/14/20,7:04:43 PM,6,1,"Mathes, Alden",1000078940,Left,RIC_SPI,"Meadows, Mason",10000431,Right,GEO_BUL,Stretch,5,Bottom,2,0,0,Curveball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,78.59180303,-1.089571748,2.058713834,,205.9737438,0.53125,5.685700243,-2.037687747,5.887848101,-41.17888428,4.662486772,2.29239984,1.241777378,0.065507524,71.23968903,-8.834524918,2.493539346,0.487304383,,,,,,,,,,,,-0.557192856,2.888360524,1.870640905,50,5.574587777,-4.16911728,-114.1805427,-3.335058897,-0.721873761,24.67705154,-28.43201982,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,bf370323-4f86-11ea-ace5-181deafaf045
208,2/14/20,7:05:17 PM,6,2,"Mathes, Alden",1000078940,Left,RIC_SPI,"Meadows, Mason",10000431,Right,GEO_BUL,Stretch,5,Bottom,2,0,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,88.51068103,-3.648359214,4.026791025,2320.740514,139.0345963,0.447916667,5.697957032,-1.908467034,6.703583231,-16.14823798,18.84312628,-16.38867906,1.004244778,0.413081789,80.21342217,-6.730823587,0.886770279,0.425747353,,,,,,,,,,,,10.36761535,11.61987857,1.64784281,50,5.448926747,-8.593086313,-128.3738111,-8.643131329,17.12133295,29.15167434,-12.98469758,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,d919861d-4f86-11ea-ace5-181deafaf045
209,2/14/20,7:05:38 PM,6,3,"Mathes, Alden",1000078940,Left,RIC_SPI,"Meadows, Mason",10000431,Right,GEO_BUL,Stretch,5,Bottom,2,1,1,Fastball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,89.163059,-2.446751351,3.145428123,2314.889825,158.5984853,0.46875,5.723819529,-1.933076813,6.713968783,-9.252269147,25.21075327,-9.893454616,2.711740576,0.120267672,80.30126329,-4.224009642,1.244246803,0.422520903,,,,,,,,,,,,6.528451148,14.84513978,1.729005882,50,5.558193243,-6.850792833,-129.5587417,-5.79583814,10.93088759,30.83598544,-7.318144685,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,e301b350-4f86-11ea-ace5-181deafaf045
210,2/14/20,7:06:02 PM,6,4,"Mathes, Alden",1000078940,Left,RIC_SPI,"Meadows, Mason",10000431,Right,GEO_BUL,Stretch,5,Bottom,2,1,2,ChangeUp,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,80.11842559,-2.591112218,3.028538461,1110.017087,176.3270582,0.5,5.7580017,-1.988787435,6.148243713,-36.46629985,7.404838189,-0.477985788,0.320310599,0.771963007,72.5726699,-9.463515209,2.937470587,0.476717361,,,,,,,,,,,,1.285489445,4.927886679,1.758858849,50,5.542277702,-6.137719891,-116.2559647,-6.265079542,1.723348003,25.94738129,-25.56764373,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,f3cdc4dd-4f86-11ea-ace5-181deafaf045
211,2/14/20,7:08:38 PM,1,1,"Webb, Ryan",444436,Left,GEO_BUL,"Toso, Dominic",1000066995,Right,RIC_SPI,Windup,6,Top,0,0,0,Slider,Undefined,InPlay,Undefined,GroundBall,Out,1,0,,82.04251617,-0.38061559,1.55223145,2500.301647,199.6755014,0.53125,5.86035965,-1.828533848,5.317763625,-37.82016466,4.447387425,1.604460313,2.351386945,-0.237914315,75.33440866,-7.3832827,1.850947771,0.467923726,87.51719372,-23.42857131,-11.21022275,,,,,6.247864847,5.903544652,-7.182074598,0.044851685,-0.415069119,2.456304964,1.686996834,50,5.799001032,-3.285289368,-119.2871543,-2.037903557,-0.597895161,23.00595769,-28.6358117,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,4e61bfec-4f87-11ea-ace5-181deafaf045
212,2/14/20,7:09:15 PM,2,1,"Webb, Ryan",444436,Left,GEO_BUL,"Forte, Anthony",8893129,Left,RIC_SPI,Windup,6,Top,1,0,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,91.47305824,-1.773833239,0.666149915,2328.807907,160.981869,0.46875,5.979579143,-1.677189257,5.469023345,-11.65088922,22.80878983,-7.872938139,3.348210679,-1.709906895,81.81955615,-3.967650777,-0.820312861,0.422500408,,,,,,,,,,,,4.431297647,12.78511866,1.62393004,50,5.816076344,-1.267057502,-132.8038542,-4.523104772,7.746613454,34.04729416,-9.8236266,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,672fbdc0-4f87-11ea-ace5-181deafaf045
213,2/14/20,7:09:29 PM,2,2,"Webb, Ryan",444436,Left,GEO_BUL,"Forte, Anthony",8893129,Left,RIC_SPI,Windup,6,Top,1,1,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,88.58078622,-1.494469901,3.028032516,2230.902804,167.1528146,0.479166667,6.041427265,-1.631572211,5.794478847,-12.62273743,23.64952678,-5.401303941,3.597351098,0.737146576,79.43921884,-3.882229093,2.005778723,0.433469806,,,,,,,,,,,,3.920431626,13.2642721,1.385904651,50,5.911094549,-6.625891423,-128.5565934,-3.766556272,6.441032746,31.19176315,-10.38164938,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,6f9a8ba5-4f87-11ea-ace5-181deafaf045
214,2/14/20,7:09:45 PM,2,3,"Webb, Ryan",444436,Left,GEO_BUL,"Forte, Anthony",8893129,Left,RIC_SPI,Windup,6,Top,1,2,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,90.14870068,-1.706200251,0.930928768,2349.524367,153.0824669,0.458333333,5.815825568,-1.664827023,5.828859915,-17.32124862,17.48116003,-8.892039393,2.785892868,-1.540508327,81.24469772,-4.975851187,-0.753742624,0.424596265,,,,,,,,,,,,5.103831673,9.993961525,1.594122645,50,5.666618116,-1.837194294,-131.0184168,-4.471556957,8.734932364,31.65944926,-15.06992296,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,7944c183-4f87-11ea-ace5-181deafaf045
215,2/14/20,7:10:02 PM,2,4,"Webb, Ryan",444436,Left,GEO_BUL,"Forte, Anthony",8893129,Left,RIC_SPI,Windup,6,Top,1,3,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.58635569,-1.846613547,1.430866022,2274.436213,159.7449903,0.46875,5.902157088,-1.675370033,5.796601589,-15.85262949,19.58904345,-7.241022477,2.862610993,-0.947796928,80.35678904,-4.844710811,0.056984643,0.428478096,,,,,,,,,,,,4.391423611,11.20078548,1.562171796,50,5.741197462,-3.013755659,-130.1213824,-4.714235045,7.380739286,32.32053825,-13.34870062,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,8357d8fb-4f87-11ea-ace5-181deafaf045
216,2/14/20,7:10:18 PM,2,5,"Webb, Ryan",444436,Left,GEO_BUL,"Forte, Anthony",8893129,Left,RIC_SPI,Windup,6,Top,1,3,1,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,90.02624582,-1.556533679,1.315012601,2308.893867,157.6641063,0.46875,5.947076048,-1.699670089,5.885962573,-14.46829178,20.49129338,-8.432597018,3.295489579,-1.181252553,80.71929792,-4.299322993,-0.287624976,0.425553977,,,,,,,,,,,,5.010702994,11.62597697,1.598565865,50,5.813492028,-2.730267716,-130.8081031,-4.022929107,8.510567024,32.6664404,-12.42758657,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,8ccd9e4a-4f87-11ea-ace5-181deafaf045
217,2/14/20,7:10:53 PM,2,6,"Webb, Ryan",444436,Left,GEO_BUL,"Forte, Anthony",8893129,Left,RIC_SPI,Windup,6,Top,1,3,2,Fastball,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,92.15047905,-1.52476235,2.623264565,2203.580982,172.2490901,0.489583333,5.756579171,-1.541999784,5.94190144,-15.36629087,17.77084085,-2.423033432,3.060064725,0.690783264,83.18726301,-4.428326634,2.164635798,0.414313396,,,,,,,,,,,,2.141015447,10.11346313,1.334573412,50,5.626583165,-6.053602338,-133.8675275,-4.072869196,3.835288963,32.36112667,-14.0573864,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,9ee9c9aa-4f87-11ea-ace5-181deafaf045
218,2/14/20,7:11:20 PM,3,1,"Webb, Ryan",444436,Left,GEO_BUL,"Blakely, Drew",8899225,Right,RIC_SPI,Windup,6,Top,2,0,0,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,77.09091815,3.631939765,-1.860697284,2647.948492,320.0489404,0.197916667,5.852411785,-1.636332001,5.255174407,-67.3058183,-17.83567907,14.90100764,3.662022387,-2.143240026,68.95788499,-8.996984301,0.952826141,0.506224412,,,,,,,,,,,,-8.59061142,-10.79491669,1.79609171,50,6.137602686,3.172189489,-111.5890188,5.040767697,-10.51906785,25.48281905,-45.39225335,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,b0cf1fcd-4f87-11ea-ace5-181deafaf045
219,2/14/20,7:11:37 PM,3,2,"Webb, Ryan",444436,Left,GEO_BUL,"Blakely, Drew",8899225,Right,RIC_SPI,Windup,6,Top,2,1,0,Slider,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,82.36641902,0.531042479,0.5323148,2376.553066,267.8616761,0.125,5.870731369,-1.560824335,5.310536144,-41.91212464,0.339108954,10.14605133,2.87646821,-0.215733511,75.0429219,-7.265938712,2.429449853,0.46783339,,,,,,,,,,,,-5.210196787,0.018194181,1.505430663,50,5.889117483,-1.445583132,-119.7135313,-0.267330118,-7.493546647,25.03603264,-32.14788084,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,b9c1cc70-4f87-11ea-ace5-181deafaf045
220,2/14/20,7:11:54 PM,3,3,"Webb, Ryan",444436,Left,GEO_BUL,"Blakely, Drew",8899225,Right,RIC_SPI,Windup,6,Top,2,2,0,ChangeUp,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,84.38621036,-2.34050236,1.195954651,1854.345309,135.1397869,0.4375,5.782446345,-1.782678413,5.67310101,-28.23310121,11.98514358,-11.96443457,1.246270204,-1.664729026,75.95307672,-7.646128879,-1.071304231,0.456439347,,,,,,,,,,,,6.844270733,7.245892553,1.689294985,50,5.567806108,-2.182011242,-122.4981446,-5.893490744,10.17732269,29.02504601,-21.39952055,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,c07ac7ec-4f87-11ea-ace5-181deafaf045
221,2/14/20,7:12:15 PM,3,4,"Webb, Ryan",444436,Left,GEO_BUL,"Blakely, Drew",8899225,Right,RIC_SPI,Windup,6,Top,2,2,1,Curveball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,76.82819575,1.349364655,1.346552883,2667.772102,348.6358925,0.229166667,5.794082164,-1.718640465,5.366565094,-66.92749382,-17.32330868,3.472326228,1.482420304,-0.166637694,69.06955517,-11.19349688,2.00462552,0.506909789,,,,,,,,,,,,-1.345884539,-9.756919717,1.595639587,50,5.869444141,-2.722153993,-111.4164765,0.636298413,-1.635240708,26.24697531,-44.02864072,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,d26744a2-4f87-11ea-ace5-181deafaf045
222,2/14/20,7:14:51 PM,3,5,"Webb, Ryan",444436,Left,GEO_BUL,"Blakely, Drew",8899225,Right,RIC_SPI,Windup,6,Top,2,2,2,ChangeUp,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,83.34357558,-3.254844385,3.311692271,2021.219458,153.5708051,0.458333333,5.686734241,-2.02578503,6.424143934,-17.52233993,21.99573992,-10.95122124,1.226930344,0.108631122,76.15277148,-6.567140845,1.2316321,0.452448795,,,,,,,,,,,,6.966583078,13.02758144,1.795031189,50,5.446598491,-6.704014603,-121.027597,-7.372911468,10.31058026,24.09999746,-12.89315827,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,2e148305-4f88-11ea-ace5-181deafaf045
223,2/14/20,7:15:14 PM,1,1,"Mathes, Alden",1000078940,Left,RIC_SPI,"Tate, Cole",8899710,Right,GEO_BUL,Windup,6,Bottom,0,0,0,ChangeUp,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,82.90046277,-1.158257987,3.335015265,1695.565176,108.8965862,0.40625,5.509921354,-2.118205716,6.75528207,-33.56561678,6.28629682,-18.47380226,1.653040248,-0.608460301,74.95984232,-7.589050786,-0.224046405,0.454355834,,,,,,,,,,,,11.42112008,3.894380048,1.907210051,50,5.421124845,-6.560976804,-120.5132537,-3.279514328,16.50234016,27.2459516,-26.54707118,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,3cd42f61-4f88-11ea-ace5-181deafaf045
224,2/14/20,7:15:30 PM,1,2,"Mathes, Alden",1000078940,Left,RIC_SPI,"Tate, Cole",8899710,Right,GEO_BUL,Windup,6,Bottom,0,0,1,ChangeUp,Undefined,InPlay,Undefined,GroundBall,Single,0,0,,82.05431107,0.183424453,2.836794316,1624.373166,119.6851936,0.416666667,5.421394865,-2.105871977,6.715784719,-30.34838132,10.30159455,-18.13851462,3.060212678,-1.022566624,74.0242158,-5.643384753,-0.654709525,0.458882678,70.55061219,-7.02332608,-26.36758184,,,,,23.23313535,23.23313535,-21.37853135,0.205767212,11.04361111,5.686540101,1.925580053,50,5.421540686,-5.461158504,-119.3611393,-0.376037018,15.66982053,26.50489751,-24.10539584,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,469d6210-4f88-11ea-ace5-181deafaf045
225,2/14/20,7:16:11 PM,2,1,"Mathes, Alden",1000078940,Left,RIC_SPI,"Anderson, Ben",1000025449,Left,GEO_BUL,Stretch,6,Bottom,0,0,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.42983577,-1.463301287,3.498214415,2234.036166,147.4819715,0.458333333,5.602927059,-1.622430353,6.540008664,-18.6696861,17.31319447,-11.05894987,2.702428732,0.667956356,79.04211623,-5.028776751,1.383560255,0.431737211,,,,,,,,,,,,7.219506122,10.04526207,1.385195011,50,5.493566515,-7.459760398,-127.0507201,-3.769877424,11.6584422,28.95561827,-15.95242546,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,5ad1deac-4f88-11ea-ace5-181deafaf045
226,2/14/20,7:16:26 PM,2,2,"Mathes, Alden",1000078940,Left,RIC_SPI,"Anderson, Ben",1000025449,Left,GEO_BUL,Stretch,6,Bottom,0,0,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,86.93331441,-3.037990225,3.837410761,2198.790179,142.4755203,0.447916667,5.542081848,-1.784921013,6.753445284,-17.18786606,18.99800303,-14.61671049,1.326299473,0.507002145,78.69036776,-6.326196948,1.032116709,0.432953268,,,,,,,,,,,,9.356215626,11.55242874,1.539389104,50,5.3361774,-8.080136146,-126.1940236,-7.164552894,14.90897882,28.51670121,-13.76543954,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,636ebad8-4f88-11ea-ace5-181deafaf045
227,2/14/20,7:17:02 PM,2,3,"Mathes, Alden",1000078940,Left,RIC_SPI,"Anderson, Ben",1000025449,Left,GEO_BUL,Stretch,6,Bottom,0,1,1,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,74.8400389,3.089254142,0.718652322,2190.081062,300.2712482,0.166666667,5.678849783,-1.920189489,5.738057856,-58.75034206,-8.121699916,13.83309306,3.662188278,-0.098310891,68.08201244,-7.93873707,3.327539824,0.512117549,,,,,,,,,,,,-7.216964567,-5.339196784,1.852110088,50,5.90028066,-1.746595736,-108.6715796,4.236819701,-8.524628425,21.22040503,-38.48067072,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,7db7b830-4f88-11ea-ace5-181deafaf045
228,2/14/20,7:17:25 PM,2,4,"Mathes, Alden",1000078940,Left,RIC_SPI,"Anderson, Ben",1000025449,Left,GEO_BUL,Stretch,6,Bottom,0,2,1,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,87.24385691,-1.551590586,3.981298761,2235.685278,142.6086532,0.447916667,5.53522869,-1.982012813,6.827085881,-17.20149524,18.65319531,-14.28274758,2.682917016,0.464642917,78.6409262,-4.860153261,1.23315067,0.430967487,,,,,,,,,,,,9.276223403,10.94243956,1.731812347,50,5.429101642,-8.451706073,-126.7510674,-3.887244335,14.86808193,29.47637874,-14.63532824,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,878f3812-4f88-11ea-ace5-181deafaf045
229,2/14/20,7:18:10 PM,2,5,"Mathes, Alden",1000078940,Left,RIC_SPI,"Anderson, Ben",1000025449,Left,GEO_BUL,Stretch,6,Bottom,0,2,2,Curveball,Undefined,InPlay,Undefined,GroundBall,Out,1,0,,76.98604074,1.23822158,2.159075462,2255.489353,286.3201193,0.145833333,5.579830743,-2.105136445,5.611413644,-50.3358696,-2.277281911,7.623235292,2.54173236,0.546020444,70.0712332,-8.177359342,3.592443314,0.498949992,82.4102182,5.747097063,12.0136905,1949.914328,,,,85.45378039,84.49107114,12.88288981,0.759231567,-3.40167504,-1.611184827,1.916048947,50,5.653637714,-4.437883303,-111.8225973,0.952316267,-4.251247113,22.60752772,-34.18762856,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,a2673b27-4f88-11ea-ace5-181deafaf045
230,2/14/20,7:18:51 PM,3,1,"Mathes, Alden",1000078940,Left,RIC_SPI,"Shepherd, Cam",10000425,Right,GEO_BUL,Stretch,6,Bottom,1,0,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,88.33779721,0.385578997,1.06340664,2311.509552,171.2469514,0.489583333,5.639284178,-2.045962537,6.373784313,-16.56669811,18.84487321,-2.906656235,4.613499274,-1.309808766,79.59216854,-2.780090536,0.507678208,0.428296098,,,,,,,,,,,,1.940656085,10.25430948,1.970744081,50,5.659359853,-2.302131706,-128.5708951,0.384287153,3.201882648,30.22124313,-15.25549412,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,bd3f3f2f-4f88-11ea-ace5-181deafaf045
231,2/14/20,7:19:10 PM,3,2,"Mathes, Alden",1000078940,Left,RIC_SPI,"Shepherd, Cam",10000425,Right,GEO_BUL,Stretch,6,Bottom,1,1,0,ChangeUp,Undefined,InPlay,Undefined,LineDrive,Single,0,0,,81.97531049,-0.318183875,3.804746141,1604.046815,116.6200685,0.416666667,5.490981886,-2.158742755,6.557608951,-32.0811246,8.903223573,-17.84066748,2.525220546,-0.152424844,74.12295386,-6.446300555,0.387536601,0.460766116,76.8174063,17.61088378,-34.60158604,1370.008745,88.67366115,20.81911818,-65.09202029,199.9794962,196.4427276,-38.23429968,2.278153687,11.10664826,5.037243838,1.904258345,50,5.455358734,-7.459377483,-119.109268,-1.493264492,15.72879096,25.91285228,-25.04050534,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,c631eaef-4f88-11ea-ace5-181deafaf045
232,2/14/20,7:19:55 PM,4,1,"Mathes, Alden",1000078940,Left,RIC_SPI,"Bradley, Tucker",10000430,Left,GEO_BUL,Stretch,6,Bottom,1,0,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,85.80326569,-3.294219633,3.616711382,2209.830515,153.6566527,0.458333333,5.711352103,-1.850206952,6.654500632,-18.64491792,18.26661588,-9.06231065,1.133939745,0.708415125,78.60442955,-6.827200657,1.89099412,0.437272902,,,,,,,,,,,,6.034633229,11.04995607,1.610958637,50,5.481957649,-7.633634976,-124.6143983,-7.686726551,9.486332985,25.11004195,-14.80371985,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,e109ecb2-4f88-11ea-ace5-181deafaf045
233,2/14/20,7:20:14 PM,4,2,"Mathes, Alden",1000078940,Left,RIC_SPI,"Bradley, Tucker",10000430,Left,GEO_BUL,Stretch,6,Bottom,1,1,0,Fastball,Undefined,InPlay,Undefined,Bunt,Sacrifice,1,1,,86.45098261,-2.137282235,2.611978954,2245.748031,150.8787631,0.458333333,5.826701712,-1.954888672,6.743759449,-12.77435992,23.77353187,-13.26286505,2.806878974,-0.67249403,77.97608481,-4.589944401,0.060450875,0.435113626,43.56104487,-0.83013735,34.19236746,1682.543135,,,,29.55665048,29.31149577,32.19334083,0.427575073,8.23815673,13.95292144,1.788762784,50,5.681438683,-5.387450454,-125.7145177,-5.031284695,12.99425253,28.90472376,-10.16575341,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,f066eb0c-4f88-11ea-ace5-181deafaf045
234,2/14/20,7:21:03 PM,5,1,"Mathes, Alden",1000078940,Left,RIC_SPI,"King, Riley",10000432,Right,GEO_BUL,Stretch,6,Bottom,2,0,0,Curveball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,79.04674153,-0.988417627,1.53264167,,228.500682,0.0625,5.619503764,-2.070374461,5.869362548,-38.17128487,6.932048381,7.883377101,1.520163956,0.010333871,71.93917962,-8.152184102,3.023428233,0.483365709,,,,,,,,,,,,-3.776674984,4.061364675,1.941985901,50,5.517694368,-3.300285973,-114.9156384,-3.075687767,-4.98269048,23.95139663,-26.81575768,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,0cf58594-4f89-11ea-ace5-181deafaf045
235,2/14/20,7:21:24 PM,5,2,"Mathes, Alden",1000078940,Left,RIC_SPI,"King, Riley",10000432,Right,GEO_BUL,Stretch,6,Bottom,2,0,1,Curveball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,79.45224185,-0.847383323,2.750255633,,270.5619279,0.125,5.581861134,-2.085749653,6.012938445,-44.83277068,-0.081100812,3.978893865,1.059961938,0.795154781,72.02828366,-9.293395923,3.506345357,0.48147766,,,,,,,,,,,,-1.235153989,0.242847061,1.868118766,50,5.491289566,-5.653933417,-115.3922798,-2.956353756,-1.63109307,25.59474141,-31.85335481,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,149cdd16-4f89-11ea-ace5-181deafaf045
236,2/14/20,7:21:57 PM,5,3,"Mathes, Alden",1000078940,Left,RIC_SPI,"King, Riley",10000432,Right,GEO_BUL,Stretch,6,Bottom,2,0,2,Fastball,Undefined,InPlay,Undefined,FlyBall,Out,1,0,,88.05132709,-3.153361729,3.713870578,2316.435044,138.0971664,0.4375,5.731581698,-1.998598464,6.679796744,-13.26273796,22.4716476,-20.1948114,1.733323193,-0.280057997,78.74349568,-5.705777927,-0.181323022,0.430243857,76.09759644,30.86136785,-31.10998332,2726.21169,92.78862896,51.74549631,-59.07815203,258.9237808,170.755046,-37.91256759,3.954240112,12.55414706,13.63226899,1.758778588,50,5.51544758,-7.748884037,-127.7230533,-7.407069664,20.25837115,31.9770489,-10.17593402,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,2f2fc028-4f89-11ea-ace5-181deafaf045
237,2/14/20,7:24:21 PM,1,1,"Webb, Ryan",444436,Left,GEO_BUL,"Schulefand, Jordan",8887200,Right,RIC_SPI,Stretch,7,Top,0,0,0,Curveball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.53434857,-0.953028859,1.249305713,2455.071355,212.7579826,0.041666667,5.89965165,-1.712171097,5.323225151,-38.5937115,4.07278922,2.646319746,1.789016829,-0.319274276,75.20808266,-8.077022694,1.741384329,0.470126824,,,,,,,,,,,,-1.060428766,2.408200463,1.597418598,50,5.786039575,-2.672714609,-118.5791299,-3.238137832,-1.514124445,22.07534711,-28.73551944,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,8219ffa7-4f89-11ea-ace5-181deafaf045
